;city;PC6;Homes_Passed;ACTIVE_CUSTOMERS_Resi;ACTIVE_CUSTOMERS_Soho;;;;;
;'S-GRAVENHAGE;2512GC;29;7;2;;;;;
;'S-GRAVENHAGE;2512GD;22;5;2;;;;;
;'S-GRAVENHAGE;2512GJ;9;2;1;;;;;
;'S-GRAVENHAGE;2512GR;23;6;1;;;;;
;'S-GRAVENHAGE;2512GS;68;32;2;;;;;
;'S-GRAVENHAGE;2512GV;52;14;3;;;;;
;'S-GRAVENHAGE;2512GX;25;4;3;;;;;
;'S-GRAVENHAGE;2512GZ;29;7;0;;;;;
;'S-GRAVENHAGE;2512HA;32;16;0;;;;;
;'S-GRAVENHAGE;2512HB;28;13;0;;;;;
;'S-GRAVENHAGE;2512HC;32;17;1;;;;;
;'S-GRAVENHAGE;2512HD;34;11;3;;;;;
;'S-GRAVENHAGE;2512HJ;9;5;0;;;;;
;'S-GRAVENHAGE;2512HR;17;4;0;;;;;
;'S-GRAVENHAGE;2512HS;33;12;1;;;;;
;'S-GRAVENHAGE;2512HV;19;6;1;;;;;
;'S-GRAVENHAGE;2512HX;14;6;0;;;;;
;'S-GRAVENHAGE;2512HZ;19;6;0;;;;;
;'S-GRAVENHAGE;2512JA;25;14;1;;;;;
;'S-GRAVENHAGE;2512JB;23;10;0;;;;;
;'S-GRAVENHAGE;2512JC;23;11;0;;;;;
;'S-GRAVENHAGE;2512JD;29;4;2;;;;;
;'S-GRAVENHAGE;2512JJ;31;11;0;;;;;
;'S-GRAVENHAGE;2512JR;31;3;1;;;;;
;'S-GRAVENHAGE;2512JS;21;9;0;;;;;
;'S-GRAVENHAGE;2512KD;8;3;0;;;;;
;'S-GRAVENHAGE;2512KE;19;7;1;;;;;
;'S-GRAVENHAGE;2512KG;14;4;0;;;;;
;'S-GRAVENHAGE;2512KH;7;3;0;;;;;
;'S-GRAVENHAGE;2512KJ;19;16;0;;;;;
;'S-GRAVENHAGE;2512KK;26;11;1;;;;;
;'S-GRAVENHAGE;2512KM;16;6;0;;;;;
;'S-GRAVENHAGE;2512PE;28;4;2;;;;;
;'S-GRAVENHAGE;2512PG;32;11;0;;;;;
;'S-GRAVENHAGE;2512PH;24;10;0;;;;;
;'S-GRAVENHAGE;2512PK;3;1;0;;;;;
;'S-GRAVENHAGE;2512PL;23;8;1;;;;;
;'S-GRAVENHAGE;2512PM;18;7;0;;;;;
;'S-GRAVENHAGE;2512PN;20;5;2;;;;;
;'S-GRAVENHAGE;2512PP;6;1;0;;;;;
;'S-GRAVENHAGE;2512PT;20;9;1;;;;;
;'S-GRAVENHAGE;2512RE;6;2;1;;;;;
;'S-GRAVENHAGE;2512RG;18;3;1;;;;;
;'S-GRAVENHAGE;2512RH;14;7;0;;;;;
;'S-GRAVENHAGE;2512RK;19;7;0;;;;;
;'S-GRAVENHAGE;2512RL;22;14;0;;;;;
;'S-GRAVENHAGE;2512RM;17;8;4;;;;;
;'S-GRAVENHAGE;2512RN;3;1;2;;;;;
;'S-GRAVENHAGE;2512RP;24;9;0;;;;;
;'S-GRAVENHAGE;2512RR;16;9;1;;;;;
;'S-GRAVENHAGE;2512RW;2;1;0;;;;;
;'S-GRAVENHAGE;2512SB;12;4;0;;;;;
;'S-GRAVENHAGE;2512SC;2;1;0;;;;;
;'S-GRAVENHAGE;2512SJ;19;7;3;;;;;
;'S-GRAVENHAGE;2512SR;17;7;1;;;;;
;'S-GRAVENHAGE;2512ST;25;6;0;;;;;
;'S-GRAVENHAGE;2512SV;21;7;0;;;;;
;'S-GRAVENHAGE;2512SX;57;16;0;;;;;
;'S-GRAVENHAGE;2512SZ;1;0;0;;;;;
;'S-GRAVENHAGE;2512TA;29;14;0;;;;;
;'S-GRAVENHAGE;2512TB;37;22;0;;;;;
;'S-GRAVENHAGE;2512TG;19;10;0;;;;;
;'S-GRAVENHAGE;2512TL;6;1;1;;;;;
;'S-GRAVENHAGE;2512TP;20;8;0;;;;;
;'S-GRAVENHAGE;2512TR;17;3;1;;;;;
;'S-GRAVENHAGE;2512VE;6;2;0;;;;;
;'S-GRAVENHAGE;2512VK;19;8;0;;;;;
;'S-GRAVENHAGE;2512VL;22;8;0;;;;;
;'S-GRAVENHAGE;2512VM;15;6;0;;;;;
;'S-GRAVENHAGE;2512VN;13;3;0;;;;;
;'S-GRAVENHAGE;2512VP;83;22;2;;;;;
;'S-GRAVENHAGE;2512VT;19;4;0;;;;;
;'S-GRAVENHAGE;2512VW;18;10;1;;;;;
;'S-GRAVENHAGE;2512WB;36;7;2;;;;;
;'S-GRAVENHAGE;2512WG;21;7;0;;;;;
;'S-GRAVENHAGE;2512XA;27;11;6;;;;;
;'S-GRAVENHAGE;2512XB;31;18;0;;;;;
;'S-GRAVENHAGE;2512XL;24;11;1;;;;;
;'S-GRAVENHAGE;2512XP;29;5;0;;;;;
;'S-GRAVENHAGE;2512XR;30;11;2;;;;;
;'S-GRAVENHAGE;2512XV;19;6;1;;;;;
;'S-GRAVENHAGE;2512XX;33;10;2;;;;;
;'S-GRAVENHAGE;2512XZ;27;12;0;;;;;
;'S-GRAVENHAGE;2512ZB;18;6;0;;;;;
;'S-GRAVENHAGE;2512ZL;24;13;0;;;;;
;'S-GRAVENHAGE;2512ZR;16;9;0;;;;;
;'S-GRAVENHAGE;2512ZS;16;10;0;;;;;
;'S-GRAVENHAGE;2513AA;2;5;0;;;;;
;'S-GRAVENHAGE;2513AB;7;3;3;;;;;
;'S-GRAVENHAGE;2513AC;40;15;8;;;;;
;'S-GRAVENHAGE;2513AG;12;2;4;;;;;
;'S-GRAVENHAGE;2513AH;30;6;4;;;;;
;'S-GRAVENHAGE;2513AJ;9;0;2;;;;;
;'S-GRAVENHAGE;2513AK;3;0;1;;;;;
;'S-GRAVENHAGE;2513AS;12;2;0;;;;;
;'S-GRAVENHAGE;2513AT;29;9;4;;;;;
;'S-GRAVENHAGE;2513AV;29;4;10;;;;;
;'S-GRAVENHAGE;2513AX;20;7;1;;;;;
;'S-GRAVENHAGE;2513BB;73;25;4;;;;;
;'S-GRAVENHAGE;2513BD;42;22;2;;;;;
;'S-GRAVENHAGE;2513BN;53;30;2;;;;;
;'S-GRAVENHAGE;2513BP;33;12;1;;;;;
;'S-GRAVENHAGE;2513BR;22;15;1;;;;;
;'S-GRAVENHAGE;2513BT;21;6;2;;;;;
;'S-GRAVENHAGE;2513BW;16;6;4;;;;;
;'S-GRAVENHAGE;2513BX;51;28;0;;;;;
;'S-GRAVENHAGE;2513BZ;40;21;1;;;;;
;'S-GRAVENHAGE;2513CA;28;14;1;;;;;
;'S-GRAVENHAGE;2513CC;14;5;1;;;;;
;'S-GRAVENHAGE;2513CE;28;8;3;;;;;
;'S-GRAVENHAGE;2513CG;17;6;4;;;;;
;'S-GRAVENHAGE;2513CK;22;9;1;;;;;
;'S-GRAVENHAGE;2513CL;101;20;3;;;;;
;'S-GRAVENHAGE;2513CM;42;20;3;;;;;
;'S-GRAVENHAGE;2513CN;39;9;1;;;;;
;'S-GRAVENHAGE;2513CR;39;9;2;;;;;
;'S-GRAVENHAGE;2513CW;15;6;1;;;;;
;'S-GRAVENHAGE;2513CZ;37;9;0;;;;;
;'S-GRAVENHAGE;2513DS;5;1;0;;;;;
;'S-GRAVENHAGE;2513DT;11;4;0;;;;;
;'S-GRAVENHAGE;2513DV;13;7;0;;;;;
;'S-GRAVENHAGE;2513DX;21;12;0;;;;;
;'S-GRAVENHAGE;2513EB;16;5;0;;;;;
;'S-GRAVENHAGE;2513ED;40;19;0;;;;;
;'S-GRAVENHAGE;2513EH;31;12;4;;;;;
;'S-GRAVENHAGE;2513EJ;56;21;2;;;;;
;'S-GRAVENHAGE;2513EP;22;10;2;;;;;
;'S-GRAVENHAGE;2513ES;16;8;1;;;;;
;'S-GRAVENHAGE;2513ET;17;9;1;;;;;
;'S-GRAVENHAGE;2513EV;41;10;0;;;;;
;'S-GRAVENHAGE;2513EX;24;17;0;;;;;
;'S-GRAVENHAGE;2513GA;23;11;2;;;;;
;'S-GRAVENHAGE;2513GE;43;15;1;;;;;
;'S-GRAVENHAGE;2513GG;52;14;0;;;;;
;'S-GRAVENHAGE;2513GL;47;17;2;;;;;
;'S-GRAVENHAGE;2513GM;44;13;1;;;;;
;'S-GRAVENHAGE;2513GN;22;5;2;;;;;
;'S-GRAVENHAGE;2513GR;29;3;3;;;;;
;'S-GRAVENHAGE;2513GW;24;14;0;;;;;
;'S-GRAVENHAGE;2513GZ;15;7;1;;;;;
;'S-GRAVENHAGE;2513HA;36;21;2;;;;;
;'S-GRAVENHAGE;2513HW;18;8;1;;;;;
;'S-GRAVENHAGE;2513HZ;35;15;0;;;;;
;'S-GRAVENHAGE;2513PP;22;13;0;;;;;
;'S-GRAVENHAGE;2513PS;16;5;0;;;;;
;'S-GRAVENHAGE;2513PT;20;14;0;;;;;
;'S-GRAVENHAGE;2513PV;22;7;1;;;;;
;'S-GRAVENHAGE;2513PX;19;11;0;;;;;
;'S-GRAVENHAGE;2513RB;26;8;0;;;;;
;'S-GRAVENHAGE;2513RD;12;7;0;;;;;
;'S-GRAVENHAGE;2513RH;12;7;0;;;;;
;'S-GRAVENHAGE;2513RJ;1;0;0;;;;;
;'S-GRAVENHAGE;2513RP;25;7;2;;;;;
;'S-GRAVENHAGE;2513RS;15;2;1;;;;;
;'S-GRAVENHAGE;2513RT;21;8;1;;;;;
;'S-GRAVENHAGE;2513RV;30;9;0;;;;;
;'S-GRAVENHAGE;2513RX;22;6;3;;;;;
;'S-GRAVENHAGE;2513SE;26;19;0;;;;;
;'S-GRAVENHAGE;2513SG;18;7;0;;;;;
;'S-GRAVENHAGE;2513SK;9;5;2;;;;;
;'S-GRAVENHAGE;2513SN;25;14;1;;;;;
;'S-GRAVENHAGE;2513SR;25;13;1;;;;;
;'S-GRAVENHAGE;2513SW;24;14;0;;;;;
;'S-GRAVENHAGE;2513SZ;9;3;0;;;;;
;'S-GRAVENHAGE;2513TB;21;12;0;;;;;
;'S-GRAVENHAGE;2513TD;66;37;2;;;;;
;'S-GRAVENHAGE;2513TN;20;10;1;;;;;
;'S-GRAVENHAGE;2513TP;16;9;0;;;;;
;'S-GRAVENHAGE;2513TR;14;8;2;;;;;
;'S-GRAVENHAGE;2513TT;30;12;1;;;;;
;'S-GRAVENHAGE;2513TW;60;11;1;;;;;
;'S-GRAVENHAGE;2513TZ;60;11;2;;;;;
;'S-GRAVENHAGE;2513VB;48;18;2;;;;;
;'S-GRAVENHAGE;2513VC;38;21;1;;;;;
;'S-GRAVENHAGE;2513VD;42;21;1;;;;;
;'S-GRAVENHAGE;2513VH;18;8;0;;;;;
;'S-GRAVENHAGE;2513VJ;21;11;1;;;;;
;'S-GRAVENHAGE;2513VK;71;17;1;;;;;
;'S-GRAVENHAGE;2513VS;7;5;0;;;;;
;'S-GRAVENHAGE;2513VT;54;44;0;;;;;
;'S-GRAVENHAGE;2513VV;14;4;0;;;;;
;'S-GRAVENHAGE;2513VX;15;4;0;;;;;
;'S-GRAVENHAGE;2513XL;15;9;0;;;;;
;'S-GRAVENHAGE;2513XM;18;8;0;;;;;
;'S-GRAVENHAGE;2513XN;15;12;0;;;;;
;'S-GRAVENHAGE;2513XX;1;0;0;;;;;
;'S-GRAVENHAGE;2513XZ;15;10;0;;;;;
;'S-GRAVENHAGE;2514AC;14;8;0;;;;;
;'S-GRAVENHAGE;2514AD;26;8;4;;;;;
;'S-GRAVENHAGE;2514AG;12;5;3;;;;;
;'S-GRAVENHAGE;2514AJ;9;5;2;;;;;
;'S-GRAVENHAGE;2514AL;27;12;1;;;;;
;'S-GRAVENHAGE;2514AM;18;5;3;;;;;
;'S-GRAVENHAGE;2514AN;5;1;1;;;;;
;'S-GRAVENHAGE;2514AP;12;1;8;;;;;
;'S-GRAVENHAGE;2514AR;1;0;0;;;;;
;'S-GRAVENHAGE;2514BA;13;4;3;;;;;
;'S-GRAVENHAGE;2514BB;34;10;8;;;;;
;'S-GRAVENHAGE;2514BC;114;67;3;;;;;
;'S-GRAVENHAGE;2514BE;15;8;2;;;;;
;'S-GRAVENHAGE;2514BG;23;8;2;;;;;
;'S-GRAVENHAGE;2514BH;20;8;3;;;;;
;'S-GRAVENHAGE;2514BK;23;12;1;;;;;
;'S-GRAVENHAGE;2514BL;14;4;1;;;;;
;'S-GRAVENHAGE;2514BS;15;4;1;;;;;
;'S-GRAVENHAGE;2514BW;37;15;2;;;;;
;'S-GRAVENHAGE;2514BX;14;6;3;;;;;
;'S-GRAVENHAGE;2514BZ;15;6;5;;;;;
;'S-GRAVENHAGE;2514CD;18;7;1;;;;;
;'S-GRAVENHAGE;2514CJ;16;5;6;;;;;
;'S-GRAVENHAGE;2514CK;19;5;0;;;;;
;'S-GRAVENHAGE;2514CM;23;5;5;;;;;
;'S-GRAVENHAGE;2514CR;18;12;1;;;;;
;'S-GRAVENHAGE;2514CT;31;14;3;;;;;
;'S-GRAVENHAGE;2514CV;71;23;0;;;;;
;'S-GRAVENHAGE;2514EA;10;3;1;;;;;
;'S-GRAVENHAGE;2514EB;17;4;3;;;;;
;'S-GRAVENHAGE;2514EC;16;0;8;;;;;
;'S-GRAVENHAGE;2514EE;19;6;3;;;;;
;'S-GRAVENHAGE;2514EG;9;1;3;;;;;
;'S-GRAVENHAGE;2514EH;11;6;2;;;;;
;'S-GRAVENHAGE;2514EL;37;13;3;;;;;
;'S-GRAVENHAGE;2514EN;9;2;1;;;;;
;'S-GRAVENHAGE;2514EP;22;8;1;;;;;
;'S-GRAVENHAGE;2514GA;6;0;0;;;;;
;'S-GRAVENHAGE;2514GB;20;9;2;;;;;
;'S-GRAVENHAGE;2514GH;15;3;2;;;;;
;'S-GRAVENHAGE;2514GK;20;8;3;;;;;
;'S-GRAVENHAGE;2514GT;28;12;3;;;;;
;'S-GRAVENHAGE;2514HB;12;2;1;;;;;
;'S-GRAVENHAGE;2514HD;29;9;3;;;;;
;'S-GRAVENHAGE;2514HH;17;4;0;;;;;
;'S-GRAVENHAGE;2514HJ;22;9;1;;;;;
;'S-GRAVENHAGE;2514HK;22;10;0;;;;;
;'S-GRAVENHAGE;2514HT;27;9;2;;;;;
;'S-GRAVENHAGE;2514HV;20;10;1;;;;;
;'S-GRAVENHAGE;2514HZ;22;7;1;;;;;
;'S-GRAVENHAGE;2514JA;8;4;2;;;;;
;'S-GRAVENHAGE;2514JB;16;3;4;;;;;
;'S-GRAVENHAGE;2514JH;7;0;0;;;;;
;'S-GRAVENHAGE;2514JK;9;2;0;;;;;
;'S-GRAVENHAGE;2514JT;11;3;2;;;;;
;'S-GRAVENHAGE;2514KD;18;12;0;;;;;
;'S-GRAVENHAGE;2514KJ;17;10;2;;;;;
;'S-GRAVENHAGE;2514KL;20;7;2;;;;;
;'S-GRAVENHAGE;2514KM;26;10;1;;;;;
;'S-GRAVENHAGE;2514KN;40;33;0;;;;;
;'S-GRAVENHAGE;2514KP;18;8;2;;;;;
;'S-GRAVENHAGE;2514KR;18;8;0;;;;;
;'S-GRAVENHAGE;2514KT;20;8;0;;;;;
;'S-GRAVENHAGE;2514LD;22;14;0;;;;;
;'S-GRAVENHAGE;2514LJ;25;12;6;;;;;
;'S-GRAVENHAGE;2514LK;34;13;6;;;;;
;'S-GRAVENHAGE;2514LM;20;4;5;;;;;
;'S-GRAVENHAGE;2514LR;10;3;3;;;;;
;'S-GRAVENHAGE;2514LT;28;15;2;;;;;
;'S-GRAVENHAGE;2514LV;18;13;0;;;;;
;'S-GRAVENHAGE;2515AB;26;11;3;;;;;
;'S-GRAVENHAGE;2515AC;26;13;0;;;;;
;'S-GRAVENHAGE;2515AG;14;4;1;;;;;
;'S-GRAVENHAGE;2515AK;26;6;4;;;;;
;'S-GRAVENHAGE;2515AL;45;16;2;;;;;
;'S-GRAVENHAGE;2515AP;44;13;1;;;;;
;'S-GRAVENHAGE;2515AR;31;16;4;;;;;
;'S-GRAVENHAGE;2515AT;14;6;0;;;;;
;'S-GRAVENHAGE;2515AV;41;21;6;;;;;
;'S-GRAVENHAGE;2515AX;38;22;1;;;;;
;'S-GRAVENHAGE;2515BB;30;9;3;;;;;
;'S-GRAVENHAGE;2515BD;22;8;2;;;;;
;'S-GRAVENHAGE;2515BH;11;1;2;;;;;
;'S-GRAVENHAGE;2515BJ;29;7;2;;;;;
;'S-GRAVENHAGE;2515BN;32;11;0;;;;;
;'S-GRAVENHAGE;2515BR;25;2;2;;;;;
;'S-GRAVENHAGE;2515BW;15;0;0;;;;;
;'S-GRAVENHAGE;2515BZ;1;0;0;;;;;
;'S-GRAVENHAGE;2515CA;143;1;0;;;;;
;'S-GRAVENHAGE;2515DB;25;11;0;;;;;
;'S-GRAVENHAGE;2515DD;27;13;0;;;;;
;'S-GRAVENHAGE;2515EX;27;11;0;;;;;
;'S-GRAVENHAGE;2515GA;9;4;1;;;;;
;'S-GRAVENHAGE;2515GH;12;4;0;;;;;
;'S-GRAVENHAGE;2515GL;14;5;1;;;;;
;'S-GRAVENHAGE;2515GM;26;9;0;;;;;
;'S-GRAVENHAGE;2515GN;22;9;0;;;;;
;'S-GRAVENHAGE;2515GS;9;1;1;;;;;
;'S-GRAVENHAGE;2515GZ;24;10;0;;;;;
;'S-GRAVENHAGE;2515HH;17;7;0;;;;;
;'S-GRAVENHAGE;2515HL;17;4;0;;;;;
;'S-GRAVENHAGE;2515HM;20;16;0;;;;;
;'S-GRAVENHAGE;2515HN;17;5;0;;;;;
;'S-GRAVENHAGE;2515HS;15;10;0;;;;;
;'S-GRAVENHAGE;2515HT;16;8;1;;;;;
;'S-GRAVENHAGE;2515HW;23;9;0;;;;;
;'S-GRAVENHAGE;2515HZ;14;6;0;;;;;
;'S-GRAVENHAGE;2515JA;15;6;0;;;;;
;'S-GRAVENHAGE;2515JH;17;3;1;;;;;
;'S-GRAVENHAGE;2515JL;41;15;0;;;;;
;'S-GRAVENHAGE;2515JM;28;15;0;;;;;
;'S-GRAVENHAGE;2515JS;15;6;3;;;;;
;'S-GRAVENHAGE;2515JW;9;5;0;;;;;
;'S-GRAVENHAGE;2515JZ;16;5;0;;;;;
;'S-GRAVENHAGE;2515KC;32;6;2;;;;;
;'S-GRAVENHAGE;2515KE;22;7;3;;;;;
;'S-GRAVENHAGE;2515KG;29;12;1;;;;;
;'S-GRAVENHAGE;2515KK;28;8;0;;;;;
;'S-GRAVENHAGE;2515KL;20;10;0;;;;;
;'S-GRAVENHAGE;2515KM;15;5;1;;;;;
;'S-GRAVENHAGE;2515KP;5;1;0;;;;;
;'S-GRAVENHAGE;2515KT;27;13;0;;;;;
;'S-GRAVENHAGE;2515KV;24;5;0;;;;;
;'S-GRAVENHAGE;2515KX;12;5;0;;;;;
;'S-GRAVENHAGE;2515LA;18;10;0;;;;;
;'S-GRAVENHAGE;2515LL;39;16;0;;;;;
;'S-GRAVENHAGE;2515LM;61;27;0;;;;;
;'S-GRAVENHAGE;2515LN;31;7;0;;;;;
;'S-GRAVENHAGE;2515LS;20;9;1;;;;;
;'S-GRAVENHAGE;2515LT;7;4;2;;;;;
;'S-GRAVENHAGE;2515LW;22;11;1;;;;;
;'S-GRAVENHAGE;2515LZ;24;4;3;;;;;
;'S-GRAVENHAGE;2515MV;31;20;2;;;;;
;'S-GRAVENHAGE;2515MX;24;12;0;;;;;
;'S-GRAVENHAGE;2515NA;27;9;1;;;;;
;'S-GRAVENHAGE;2515NC;40;18;1;;;;;
;'S-GRAVENHAGE;2515NE;66;30;1;;;;;
;'S-GRAVENHAGE;2515NG;40;10;0;;;;;
;'S-GRAVENHAGE;2515NK;32;15;0;;;;;
;'S-GRAVENHAGE;2515NL;24;13;0;;;;;
;'S-GRAVENHAGE;2515NM;24;14;2;;;;;
;'S-GRAVENHAGE;2515NR;34;12;0;;;;;
;'S-GRAVENHAGE;2515NT;30;16;0;;;;;
;'S-GRAVENHAGE;2515NV;49;21;1;;;;;
;'S-GRAVENHAGE;2515NX;31;14;0;;;;;
;'S-GRAVENHAGE;2515PB;30;7;0;;;;;
;'S-GRAVENHAGE;2515PC;22;7;1;;;;;
;'S-GRAVENHAGE;2515PD;28;15;0;;;;;
;'S-GRAVENHAGE;2515PE;20;6;0;;;;;
;'S-GRAVENHAGE;2515PJ;49;17;0;;;;;
;'S-GRAVENHAGE;2515PP;24;9;0;;;;;
;'S-GRAVENHAGE;2515PR;35;13;0;;;;;
;'S-GRAVENHAGE;2515PV;24;7;0;;;;;
;'S-GRAVENHAGE;2515PX;30;10;0;;;;;
;'S-GRAVENHAGE;2515RB;29;10;3;;;;;
;'S-GRAVENHAGE;2515RD;38;15;0;;;;;
;'S-GRAVENHAGE;2515RE;17;9;1;;;;;
;'S-GRAVENHAGE;2515RH;3;1;0;;;;;
;'S-GRAVENHAGE;2515RJ;25;4;7;;;;;
;'S-GRAVENHAGE;2515RV;24;7;0;;;;;
;'S-GRAVENHAGE;2515SC;25;7;2;;;;;
;'S-GRAVENHAGE;2515SL;17;6;2;;;;;
;'S-GRAVENHAGE;2515SM;13;5;1;;;;;
;'S-GRAVENHAGE;2515SN;20;8;0;;;;;
;'S-GRAVENHAGE;2515ST;14;0;0;;;;;
;'S-GRAVENHAGE;2515SW;17;8;1;;;;;
;'S-GRAVENHAGE;2515TB;23;17;1;;;;;
;'S-GRAVENHAGE;2515TD;17;6;0;;;;;
;'S-GRAVENHAGE;2515TH;18;5;1;;;;;
;'S-GRAVENHAGE;2515KD;17;9;0;;;;;
;'S-GRAVENHAGE;2515KH;11;8;0;;;;;
;'S-GRAVENHAGE;2515KN;43;24;1;;;;;
;'S-GRAVENHAGE;2515KW;16;7;0;;;;;
;'S-GRAVENHAGE;2515LD;1;0;0;;;;;
;'S-GRAVENHAGE;2515LH;3;0;0;;;;;
;'S-GRAVENHAGE;2515LJ;88;15;3;;;;;
;'S-GRAVENHAGE;2515LK;50;17;1;;;;;
;'S-GRAVENHAGE;2515LP;18;7;1;;;;;
;'S-GRAVENHAGE;2515LR;29;8;2;;;;;
;'S-GRAVENHAGE;2515LV;17;4;0;;;;;
;'S-GRAVENHAGE;2515LX;14;6;2;;;;;
;'S-GRAVENHAGE;2515MA;41;18;0;;;;;
;'S-GRAVENHAGE;2515MZ;21;2;0;;;;;
;'S-GRAVENHAGE;2515NB;27;11;1;;;;;
;'S-GRAVENHAGE;2515ND;35;10;0;;;;;
;'S-GRAVENHAGE;2515NH;11;5;0;;;;;
;'S-GRAVENHAGE;2515NJ;32;11;1;;;;;
;'S-GRAVENHAGE;2515NN;21;7;0;;;;;
;'S-GRAVENHAGE;2515NS;26;14;1;;;;;
;'S-GRAVENHAGE;2515NW;26;9;0;;;;;
;'S-GRAVENHAGE;2515NZ;38;23;0;;;;;
;'S-GRAVENHAGE;2515PA;31;7;1;;;;;
;'S-GRAVENHAGE;2515PL;18;10;0;;;;;
;'S-GRAVENHAGE;2515PM;16;6;0;;;;;
;'S-GRAVENHAGE;2515PN;14;4;0;;;;;
;'S-GRAVENHAGE;2515PS;14;4;2;;;;;
;'S-GRAVENHAGE;2515PT;33;16;0;;;;;
;'S-GRAVENHAGE;2515PW;20;11;1;;;;;
;'S-GRAVENHAGE;2515RA;10;6;0;;;;;
;'S-GRAVENHAGE;2515RC;7;3;0;;;;;
;'S-GRAVENHAGE;2515RG;11;3;0;;;;;
;'S-GRAVENHAGE;2515RL;53;15;0;;;;;
;'S-GRAVENHAGE;2515RM;27;6;3;;;;;
;'S-GRAVENHAGE;2515RN;1;0;0;;;;;
;'S-GRAVENHAGE;2515RS;23;7;0;;;;;
;'S-GRAVENHAGE;2515RT;26;9;0;;;;;
;'S-GRAVENHAGE;2515SB;152;80;2;;;;;
;'S-GRAVENHAGE;2515SE;19;5;1;;;;;
;'S-GRAVENHAGE;2515SG;25;3;5;;;;;
;'S-GRAVENHAGE;2515SH;16;6;0;;;;;
;'S-GRAVENHAGE;2515SJ;9;2;1;;;;;
;'S-GRAVENHAGE;2515SK;12;7;1;;;;;
;'S-GRAVENHAGE;2515SP;16;6;1;;;;;
;'S-GRAVENHAGE;2515SR;17;7;3;;;;;
;'S-GRAVENHAGE;2515SV;20;11;2;;;;;
;'S-GRAVENHAGE;2515SX;30;5;2;;;;;
;'S-GRAVENHAGE;2515TA;35;18;1;;;;;
;'S-GRAVENHAGE;2515TE;22;9;1;;;;;
;'S-GRAVENHAGE;2515TG;108;38;3;;;;;
;'S-GRAVENHAGE;2515TL;18;3;1;;;;;
;'S-GRAVENHAGE;2515TM;16;6;3;;;;;
;'S-GRAVENHAGE;2515TP;24;14;4;;;;;
;'S-GRAVENHAGE;2515TS;12;6;1;;;;;
;'S-GRAVENHAGE;2515TT;7;6;0;;;;;
;'S-GRAVENHAGE;2515TV;22;13;1;;;;;
;'S-GRAVENHAGE;2515TX;26;17;1;;;;;
;'S-GRAVENHAGE;2515VA;16;6;2;;;;;
;'S-GRAVENHAGE;2515VH;24;13;0;;;;;
;'S-GRAVENHAGE;2515VL;13;2;0;;;;;
;'S-GRAVENHAGE;2515VM;21;5;1;;;;;
;'S-GRAVENHAGE;2515VN;27;12;1;;;;;
;'S-GRAVENHAGE;2515VS;20;8;1;;;;;
;'S-GRAVENHAGE;2515VW;18;6;0;;;;;
;'S-GRAVENHAGE;2515XA;26;4;1;;;;;
;'S-GRAVENHAGE;2515XC;19;13;1;;;;;
;'S-GRAVENHAGE;2515XE;8;2;1;;;;;
;'S-GRAVENHAGE;2515XG;12;5;2;;;;;
;'S-GRAVENHAGE;2515XK;13;10;0;;;;;
;'S-GRAVENHAGE;2515XL;12;3;0;;;;;
;'S-GRAVENHAGE;2515XM;34;16;0;;;;;
;'S-GRAVENHAGE;2515XP;14;7;0;;;;;
;'S-GRAVENHAGE;2515XT;36;21;2;;;;;
;'S-GRAVENHAGE;2515XV;20;9;0;;;;;
;'S-GRAVENHAGE;2516AD;3;0;1;;;;;
;'S-GRAVENHAGE;2516AE;8;0;4;;;;;
;'S-GRAVENHAGE;2516AH;7;1;1;;;;;
;'S-GRAVENHAGE;2516AS;3;0;1;;;;;
;'S-GRAVENHAGE;2516AV;2;0;2;;;;;
;'S-GRAVENHAGE;2516AW;41;1;22;;;;;
;'S-GRAVENHAGE;2516BB;11;0;1;;;;;
;'S-GRAVENHAGE;2516BC;89;34;6;;;;;
;'S-GRAVENHAGE;2516BG;1;0;0;;;;;
;'S-GRAVENHAGE;2516BL;1;1;0;;;;;
;'S-GRAVENHAGE;2516BM;14;1;3;;;;;
;'S-GRAVENHAGE;2516BN;10;1;0;;;;;
;'S-GRAVENHAGE;2516BP;2;0;0;;;;;
;'S-GRAVENHAGE;2516BR;72;8;11;;;;;
;'S-GRAVENHAGE;2516CC;9;0;2;;;;;
;'S-GRAVENHAGE;2516CM;20;0;0;;;;;
;'S-GRAVENHAGE;2516CN;20;0;0;;;;;
;'S-GRAVENHAGE;2516EB;1;0;1;;;;;
;'S-GRAVENHAGE;2516ED;59;28;0;;;;;
;'S-GRAVENHAGE;2516EH;3;0;1;;;;;
;'S-GRAVENHAGE;2516EJ;13;3;0;;;;;
;'S-GRAVENHAGE;2516EL;5;2;0;;;;;
;'S-GRAVENHAGE;2516ER;12;2;1;;;;;
;'S-GRAVENHAGE;2516EZ;16;8;0;;;;;
;'S-GRAVENHAGE;2516GA;22;11;0;;;;;
;'S-GRAVENHAGE;2516GE;25;10;1;;;;;
;'S-GRAVENHAGE;2516GG;23;10;0;;;;;
;'S-GRAVENHAGE;2516GK;18;10;0;;;;;
;'S-GRAVENHAGE;2516GL;18;11;0;;;;;
;'S-GRAVENHAGE;2516GM;65;27;6;;;;;
;'S-GRAVENHAGE;2516GN;17;8;0;;;;;
;'S-GRAVENHAGE;2516GT;23;12;0;;;;;
;'S-GRAVENHAGE;2515TJ;13;7;0;;;;;
