;city;PC6;Homes_Passed;ACTIVE_CUSTOMERS_Resi;ACTIVE_CUSTOMERS_Soho;;;;;
;'S-GRAVENHAGE;2555DG;18;13;1;;;;;
;'S-GRAVENHAGE;2555DK;18;12;0;;;;;
;'S-GRAVENHAGE;2555DM;17;6;0;;;;;
;'S-GRAVENHAGE;2555DS;6;5;0;;;;;
;'S-GRAVENHAGE;2555DT;5;2;1;;;;;
;'S-GRAVENHAGE;2555EB;17;9;1;;;;;
;'S-GRAVENHAGE;2555ED;20;17;0;;;;;
;'S-GRAVENHAGE;2555EH;15;12;0;;;;;
;'S-GRAVENHAGE;2555EJ;12;10;1;;;;;
;'S-GRAVENHAGE;2555EL;15;9;1;;;;;
;'S-GRAVENHAGE;2555EN;8;2;0;;;;;
;'S-GRAVENHAGE;2555EP;16;11;0;;;;;
;'S-GRAVENHAGE;2555ER;16;11;0;;;;;
;'S-GRAVENHAGE;2555ES;8;5;1;;;;;
;'S-GRAVENHAGE;2555GA;8;4;1;;;;;
;'S-GRAVENHAGE;2555GC;11;8;0;;;;;
;'S-GRAVENHAGE;2555GE;1;1;0;;;;;
;'S-GRAVENHAGE;2555GG;3;2;0;;;;;
;'S-GRAVENHAGE;2555GM;9;4;0;;;;;
;'S-GRAVENHAGE;2555GS;18;14;1;;;;;
;'S-GRAVENHAGE;2555GT;18;11;0;;;;;
;'S-GRAVENHAGE;2555HA;2;0;0;;;;;
;'S-GRAVENHAGE;2555HB;15;11;0;;;;;
;'S-GRAVENHAGE;2555HC;20;10;0;;;;;
;'S-GRAVENHAGE;2555HE;15;11;0;;;;;
;'S-GRAVENHAGE;2555HG;15;9;1;;;;;
;'S-GRAVENHAGE;2555HK;20;12;0;;;;;
;'S-GRAVENHAGE;2555HP;8;4;0;;;;;
;'S-GRAVENHAGE;2555HT;12;7;0;;;;;
;'S-GRAVENHAGE;2555HV;12;7;0;;;;;
;'S-GRAVENHAGE;2555HX;12;11;0;;;;;
;'S-GRAVENHAGE;2555JB;10;7;1;;;;;
;'S-GRAVENHAGE;2555JD;11;8;0;;;;;
;'S-GRAVENHAGE;2555JE;57;36;0;;;;;
;'S-GRAVENHAGE;2555JH;12;9;0;;;;;
;'S-GRAVENHAGE;2555JJ;16;7;0;;;;;
;'S-GRAVENHAGE;2555JK;5;3;0;;;;;
;'S-GRAVENHAGE;2555JN;12;8;0;;;;;
;'S-GRAVENHAGE;2555JP;15;13;0;;;;;
;'S-GRAVENHAGE;2555JR;15;8;1;;;;;
;'S-GRAVENHAGE;2555JV;11;8;0;;;;;
;'S-GRAVENHAGE;2555JX;18;11;1;;;;;
;'S-GRAVENHAGE;2555KA;20;14;0;;;;;
;'S-GRAVENHAGE;2555KC;20;13;0;;;;;
;'S-GRAVENHAGE;2555KE;16;8;0;;;;;
;'S-GRAVENHAGE;2555KG;20;12;0;;;;;
;'S-GRAVENHAGE;2555KK;20;11;0;;;;;
;'S-GRAVENHAGE;2555KM;20;12;0;;;;;
;'S-GRAVENHAGE;2555KS;20;7;0;;;;;
;'S-GRAVENHAGE;2555KT;20;16;0;;;;;
;'S-GRAVENHAGE;2555KV;20;9;0;;;;;
;'S-GRAVENHAGE;2555KX;20;8;0;;;;;
;'S-GRAVENHAGE;2555LB;8;5;0;;;;;
;'S-GRAVENHAGE;2555LC;10;6;0;;;;;
;'S-GRAVENHAGE;2555LD;72;47;2;;;;;
;'S-GRAVENHAGE;2555LE;72;45;1;;;;;
;'S-GRAVENHAGE;2555LG;12;9;0;;;;;
;'S-GRAVENHAGE;2555LJ;12;10;0;;;;;
;'S-GRAVENHAGE;2555LK;13;10;0;;;;;
;'S-GRAVENHAGE;2555LN;11;5;1;;;;;
;'S-GRAVENHAGE;2555LP;11;4;0;;;;;
;'S-GRAVENHAGE;2555LR;12;9;0;;;;;
;'S-GRAVENHAGE;2555LT;23;11;0;;;;;
;'S-GRAVENHAGE;2555MB;16;10;0;;;;;
;'S-GRAVENHAGE;2555MD;72;50;0;;;;;
;'S-GRAVENHAGE;2555MH;12;3;1;;;;;
;'S-GRAVENHAGE;2555MJ;13;7;0;;;;;
;'S-GRAVENHAGE;2555ML;18;11;2;;;;;
;'S-GRAVENHAGE;2555MN;18;7;0;;;;;
;'S-GRAVENHAGE;2555NB;15;7;3;;;;;
;'S-GRAVENHAGE;2555ND;12;7;0;;;;;
;'S-GRAVENHAGE;2555NH;13;5;0;;;;;
;'S-GRAVENHAGE;2555NJ;9;6;0;;;;;
;'S-GRAVENHAGE;2555NK;8;5;0;;;;;
;'S-GRAVENHAGE;2555NL;8;6;0;;;;;
;'S-GRAVENHAGE;2555NN;11;8;0;;;;;
;'S-GRAVENHAGE;2555NP;13;8;0;;;;;
;'S-GRAVENHAGE;2555NR;12;9;0;;;;;
;'S-GRAVENHAGE;2555PA;5;2;0;;;;;
;'S-GRAVENHAGE;2555PH;14;7;0;;;;;
;'S-GRAVENHAGE;2555PL;13;7;1;;;;;
;'S-GRAVENHAGE;2555PM;18;12;0;;;;;
;'S-GRAVENHAGE;2555PS;8;5;1;;;;;
;'S-GRAVENHAGE;2555PT;13;8;1;;;;;
;'S-GRAVENHAGE;2555PW;13;7;1;;;;;
;'S-GRAVENHAGE;2555RA;12;6;0;;;;;
;'S-GRAVENHAGE;2555RC;12;7;1;;;;;
;'S-GRAVENHAGE;2555RE;18;11;0;;;;;
;'S-GRAVENHAGE;2555RG;17;13;0;;;;;
;'S-GRAVENHAGE;2555RK;18;10;0;;;;;
;'S-GRAVENHAGE;2555RM;16;10;0;;;;;
;'S-GRAVENHAGE;2555RS;16;8;0;;;;;
;'S-GRAVENHAGE;2555RT;16;12;1;;;;;
;'S-GRAVENHAGE;2555RW;12;6;0;;;;;
;'S-GRAVENHAGE;2555RX;6;3;0;;;;;
;'S-GRAVENHAGE;2555SB;1;0;0;;;;;
;'S-GRAVENHAGE;2555SH;56;36;1;;;;;
;'S-GRAVENHAGE;2555SJ;64;47;0;;;;;
;'S-GRAVENHAGE;2555SR;15;13;0;;;;;
;'S-GRAVENHAGE;2555SW;28;16;0;;;;;
;'S-GRAVENHAGE;2555SZ;24;13;1;;;;;
;'S-GRAVENHAGE;2555TA;12;5;0;;;;;
;'S-GRAVENHAGE;2555TH;5;4;0;;;;;
;'S-GRAVENHAGE;2555TL;12;10;0;;;;;
;'S-GRAVENHAGE;2555TM;6;4;0;;;;;
;'S-GRAVENHAGE;2555TS;11;8;0;;;;;
;'S-GRAVENHAGE;2555TT;15;11;0;;;;;
;'S-GRAVENHAGE;2555VH;19;12;0;;;;;
;'S-GRAVENHAGE;2555VL;9;6;0;;;;;
;'S-GRAVENHAGE;2555VM;19;15;1;;;;;
;'S-GRAVENHAGE;2555VS;14;9;0;;;;;
;'S-GRAVENHAGE;2555VT;14;10;0;;;;;
;'S-GRAVENHAGE;2555VW;14;10;0;;;;;
;'S-GRAVENHAGE;2555WB;14;9;0;;;;;
;'S-GRAVENHAGE;2555WD;11;5;1;;;;;
;'S-GRAVENHAGE;2555WE;12;8;0;;;;;
;'S-GRAVENHAGE;2555WH;10;7;0;;;;;
;'S-GRAVENHAGE;2555WJ;10;7;1;;;;;
;'S-GRAVENHAGE;2555WK;8;6;0;;;;;
;'S-GRAVENHAGE;2555WL;13;9;1;;;;;
;'S-GRAVENHAGE;2555WN;12;9;0;;;;;
;'S-GRAVENHAGE;2555WP;13;10;0;;;;;
;'S-GRAVENHAGE;2555WR;10;5;2;;;;;
;'S-GRAVENHAGE;2555WV;18;12;0;;;;;
;'S-GRAVENHAGE;2555WX;18;12;0;;;;;
;'S-GRAVENHAGE;2555WZ;18;10;1;;;;;
;'S-GRAVENHAGE;2555XA;17;14;0;;;;;
;'S-GRAVENHAGE;2555XB;16;11;1;;;;;
;'S-GRAVENHAGE;2555XC;19;6;1;;;;;
;'S-GRAVENHAGE;2555XE;25;10;1;;;;;
;'S-GRAVENHAGE;2555XG;25;8;1;;;;;
;'S-GRAVENHAGE;2555XK;24;11;0;;;;;
;'S-GRAVENHAGE;2555XP;81;57;1;;;;;
;'S-GRAVENHAGE;2555XT;68;48;0;;;;;
;'S-GRAVENHAGE;2555XV;2;1;0;;;;;
;'S-GRAVENHAGE;2555XX;4;1;1;;;;;
;'S-GRAVENHAGE;2555ZB;19;14;0;;;;;
;'S-GRAVENHAGE;2555ZC;17;11;1;;;;;
;'S-GRAVENHAGE;2555ZD;19;6;1;;;;;
;'S-GRAVENHAGE;2555ZE;7;3;0;;;;;
;'S-GRAVENHAGE;2555ZG;13;8;0;;;;;
;'S-GRAVENHAGE;2555ZJ;17;11;0;;;;;
;'S-GRAVENHAGE;2555ZK;24;11;1;;;;;
;'S-GRAVENHAGE;2555ZN;12;6;2;;;;;
;'S-GRAVENHAGE;2555ZP;17;7;2;;;;;
;'S-GRAVENHAGE;2555ZR;20;7;2;;;;;
;'S-GRAVENHAGE;2555ZV;25;7;0;;;;;
;'S-GRAVENHAGE;2555ZX;24;13;0;;;;;
;'S-GRAVENHAGE;2561AD;23;5;1;;;;;
;'S-GRAVENHAGE;2561AM;13;4;0;;;;;
;'S-GRAVENHAGE;2561AN;21;3;0;;;;;
;'S-GRAVENHAGE;2561AR;26;7;1;;;;;
;'S-GRAVENHAGE;2561AW;31;12;3;;;;;
;'S-GRAVENHAGE;2561AX;18;8;1;;;;;
;'S-GRAVENHAGE;2561BB;14;7;0;;;;;
;'S-GRAVENHAGE;2561BC;32;7;1;;;;;
;'S-GRAVENHAGE;2561BE;33;11;0;;;;;
;'S-GRAVENHAGE;2561BG;20;8;2;;;;;
;'S-GRAVENHAGE;2561BH;31;9;3;;;;;
;'S-GRAVENHAGE;2561BJ;20;7;1;;;;;
;'S-GRAVENHAGE;2561DB;22;12;1;;;;;
;'S-GRAVENHAGE;2561DC;22;6;3;;;;;
;'S-GRAVENHAGE;2561DE;23;11;1;;;;;
;'S-GRAVENHAGE;2561DG;9;0;1;;;;;
;'S-GRAVENHAGE;2561DH;26;6;1;;;;;
;'S-GRAVENHAGE;2561DJ;18;6;0;;;;;
;'S-GRAVENHAGE;2561DN;19;5;0;;;;;
;'S-GRAVENHAGE;2561DP;25;6;0;;;;;
;'S-GRAVENHAGE;2561DR;23;5;1;;;;;
;'S-GRAVENHAGE;2561DS;27;6;0;;;;;
;'S-GRAVENHAGE;2561DT;27;7;1;;;;;
;'S-GRAVENHAGE;2561DV;35;5;0;;;;;
;'S-GRAVENHAGE;2561DX;22;9;0;;;;;
;'S-GRAVENHAGE;2561EA;23;15;2;;;;;
;'S-GRAVENHAGE;2561EC;32;5;1;;;;;
;'S-GRAVENHAGE;2561ED;22;6;3;;;;;
;'S-GRAVENHAGE;2561EE;16;8;2;;;;;
;'S-GRAVENHAGE;2561EJ;30;9;5;;;;;
;'S-GRAVENHAGE;2561EK;25;10;0;;;;;
;'S-GRAVENHAGE;2561EL;12;5;1;;;;;
;'S-GRAVENHAGE;2561EM;25;12;1;;;;;
;'S-GRAVENHAGE;2561RZ;16;10;0;;;;;
;'S-GRAVENHAGE;2561SB;11;9;0;;;;;
;'S-GRAVENHAGE;2561SG;23;11;0;;;;;
;'S-GRAVENHAGE;2561SH;24;8;0;;;;;
;'S-GRAVENHAGE;2561SJ;12;3;1;;;;;
;'S-GRAVENHAGE;2561SN;16;3;1;;;;;
;'S-GRAVENHAGE;2561SR;16;6;1;;;;;
;'S-GRAVENHAGE;2561ST;23;13;0;;;;;
;'S-GRAVENHAGE;2561SV;24;11;2;;;;;
;'S-GRAVENHAGE;2551JS;27;16;0;;;;;
;'S-GRAVENHAGE;2551JW;47;17;2;;;;;
;'S-GRAVENHAGE;2551JZ;21;9;0;;;;;
;'S-GRAVENHAGE;2551KA;16;13;0;;;;;
;'S-GRAVENHAGE;2551KC;16;10;0;;;;;
;'S-GRAVENHAGE;2551KD;8;6;0;;;;;
;'S-GRAVENHAGE;2551KE;12;6;0;;;;;
;'S-GRAVENHAGE;2551KG;58;22;0;;;;;
;'S-GRAVENHAGE;2551KJ;1;0;0;;;;;
;'S-GRAVENHAGE;2551KK;1;0;0;;;;;
;'S-GRAVENHAGE;2551KL;16;8;0;;;;;
;'S-GRAVENHAGE;2551KM;16;7;0;;;;;
;'S-GRAVENHAGE;2551KP;16;11;0;;;;;
;'S-GRAVENHAGE;2551KS;10;8;1;;;;;
;'S-GRAVENHAGE;2551KV;16;10;0;;;;;
;'S-GRAVENHAGE;2551KW;14;10;0;;;;;
;'S-GRAVENHAGE;2551LA;16;9;1;;;;;
;'S-GRAVENHAGE;2551LC;24;13;1;;;;;
;'S-GRAVENHAGE;2551LD;70;43;0;;;;;
;'S-GRAVENHAGE;2551LH;26;15;1;;;;;
;'S-GRAVENHAGE;2551LK;20;10;0;;;;;
;'S-GRAVENHAGE;2551LL;19;9;1;;;;;
;'S-GRAVENHAGE;2551LM;16;11;0;;;;;
;'S-GRAVENHAGE;2551LN;11;6;0;;;;;
;'S-GRAVENHAGE;2551LW;41;24;1;;;;;
;'S-GRAVENHAGE;2551LZ;44;27;0;;;;;
;'S-GRAVENHAGE;2551MB;22;16;1;;;;;
;'S-GRAVENHAGE;2551MD;19;12;0;;;;;
;'S-GRAVENHAGE;2551MH;16;10;0;;;;;
;'S-GRAVENHAGE;2551MR;24;11;0;;;;;
;'S-GRAVENHAGE;2551MS;26;17;1;;;;;
;'S-GRAVENHAGE;2551MX;33;19;1;;;;;
;'S-GRAVENHAGE;2551MZ;31;18;1;;;;;
;'S-GRAVENHAGE;2551ND;23;16;0;;;;;
;'S-GRAVENHAGE;2551NH;26;12;1;;;;;
;'S-GRAVENHAGE;2551NM;15;7;0;;;;;
;'S-GRAVENHAGE;2551NN;18;9;1;;;;;
;'S-GRAVENHAGE;2551NR;21;10;1;;;;;
;'S-GRAVENHAGE;2551NS;20;14;1;;;;;
;'S-GRAVENHAGE;2551PB;16;10;0;;;;;
;'S-GRAVENHAGE;2551PC;15;10;0;;;;;
;'S-GRAVENHAGE;2551PE;14;10;0;;;;;
;'S-GRAVENHAGE;2551PG;14;7;0;;;;;
;'S-GRAVENHAGE;2551PJ;12;5;0;;;;;
;'S-GRAVENHAGE;2551PP;12;7;0;;;;;
;'S-GRAVENHAGE;2551PR;21;10;0;;;;;
;'S-GRAVENHAGE;2551PT;11;8;0;;;;;
;'S-GRAVENHAGE;2551PV;10;8;1;;;;;
;'S-GRAVENHAGE;2551PX;16;9;0;;;;;
;'S-GRAVENHAGE;2551RA;16;11;0;;;;;
;'S-GRAVENHAGE;2551RB;16;4;1;;;;;
;'S-GRAVENHAGE;2551RC;16;11;0;;;;;
;'S-GRAVENHAGE;2551SB;16;8;1;;;;;
;'S-GRAVENHAGE;2551SG;16;11;0;;;;;
;'S-GRAVENHAGE;2551SH;33;17;2;;;;;
;'S-GRAVENHAGE;2551SR;16;10;0;;;;;
;'S-GRAVENHAGE;2551ST;16;11;1;;;;;
;'S-GRAVENHAGE;2551SV;16;9;0;;;;;
;'S-GRAVENHAGE;2551SX;16;8;0;;;;;
;'S-GRAVENHAGE;2551SZ;8;4;0;;;;;
;'S-GRAVENHAGE;2551TB;16;9;0;;;;;
;'S-GRAVENHAGE;2551TC;21;12;2;;;;;
;'S-GRAVENHAGE;2551TE;14;6;0;;;;;
;'S-GRAVENHAGE;2551TG;16;7;0;;;;;
;'S-GRAVENHAGE;2551TJ;16;13;0;;;;;
;'S-GRAVENHAGE;2551TK;16;12;0;;;;;
;'S-GRAVENHAGE;2551TP;13;10;0;;;;;
;'S-GRAVENHAGE;2551TR;13;8;0;;;;;
;'S-GRAVENHAGE;2551TT;11;1;0;;;;;
;'S-GRAVENHAGE;2551TV;14;4;3;;;;;
;'S-GRAVENHAGE;2551TX;13;8;0;;;;;
;'S-GRAVENHAGE;2551VB;13;10;0;;;;;
;'S-GRAVENHAGE;2551VC;14;8;1;;;;;
;'S-GRAVENHAGE;2551VE;14;10;1;;;;;
;'S-GRAVENHAGE;2551VG;12;9;1;;;;;
;'S-GRAVENHAGE;2551VJ;16;12;0;;;;;
;'S-GRAVENHAGE;2551VP;24;18;0;;;;;
;'S-GRAVENHAGE;2551VR;17;12;0;;;;;
;'S-GRAVENHAGE;2551VT;14;9;0;;;;;
;'S-GRAVENHAGE;2551VV;13;9;0;;;;;
;'S-GRAVENHAGE;2551VX;13;9;0;;;;;
;'S-GRAVENHAGE;2551WD;28;17;1;;;;;
;'S-GRAVENHAGE;2551WH;30;15;0;;;;;
;'S-GRAVENHAGE;2551WL;16;8;0;;;;;
;'S-GRAVENHAGE;2551WR;21;14;0;;;;;
;'S-GRAVENHAGE;2551WS;27;11;0;;;;;
;'S-GRAVENHAGE;2551WZ;27;15;1;;;;;
;'S-GRAVENHAGE;2551XA;14;10;0;;;;;
;'S-GRAVENHAGE;2551XC;28;18;1;;;;;
;'S-GRAVENHAGE;2551XD;36;21;1;;;;;
;'S-GRAVENHAGE;2551XE;28;16;2;;;;;
;'S-GRAVENHAGE;2551XK;28;13;0;;;;;
;'S-GRAVENHAGE;2551XL;34;23;1;;;;;
;'S-GRAVENHAGE;2551XM;31;14;2;;;;;
;'S-GRAVENHAGE;2551XP;34;19;0;;;;;
;'S-GRAVENHAGE;2551XS;22;11;0;;;;;
;'S-GRAVENHAGE;2551XW;14;9;1;;;;;
;'S-GRAVENHAGE;2551ZA;14;12;0;;;;;
;'S-GRAVENHAGE;2551ZD;23;19;0;;;;;
;'S-GRAVENHAGE;2551ZK;21;16;3;;;;;
;'S-GRAVENHAGE;2551ZL;20;13;2;;;;;
;'S-GRAVENHAGE;2551ZM;15;8;0;;;;;
;'S-GRAVENHAGE;2551ZN;30;14;2;;;;;
;'S-GRAVENHAGE;2551ZW;27;17;2;;;;;
;'S-GRAVENHAGE;2551ZZ;16;9;0;;;;;
;'S-GRAVENHAGE;2552AE;11;9;0;;;;;
;'S-GRAVENHAGE;2561SX;35;9;2;;;;;
;'S-GRAVENHAGE;2561SZ;28;12;0;;;;;
;'S-GRAVENHAGE;2561TA;19;1;0;;;;;
;'S-GRAVENHAGE;2561TD;20;12;0;;;;;
;'S-GRAVENHAGE;2561TL;16;10;2;;;;;
;'S-GRAVENHAGE;2561TM;33;10;2;;;;;
;'S-GRAVENHAGE;2561TW;31;8;0;;;;;
;'S-GRAVENHAGE;2561TZ;15;6;1;;;;;
;'S-GRAVENHAGE;2561VA;18;10;0;;;;;
;'S-GRAVENHAGE;2561VC;21;9;1;;;;;
;'S-GRAVENHAGE;2561VD;24;9;1;;;;;
;'S-GRAVENHAGE;2561VE;17;10;0;;;;;
;'S-GRAVENHAGE;2561VJ;17;11;1;;;;;
;'S-GRAVENHAGE;2561VK;13;6;0;;;;;
;'S-GRAVENHAGE;2561VL;21;8;2;;;;;
;'S-GRAVENHAGE;2561VM;22;13;1;;;;;
;'S-GRAVENHAGE;2561VP;36;7;1;;;;;
;'S-GRAVENHAGE;2561VS;22;6;1;;;;;
;'S-GRAVENHAGE;2561VW;16;5;0;;;;;
;'S-GRAVENHAGE;2561XA;36;10;0;;;;;
;'S-GRAVENHAGE;2561XC;35;4;5;;;;;
;'S-GRAVENHAGE;2561XD;26;8;1;;;;;
;'S-GRAVENHAGE;2561XK;15;4;0;;;;;
;'S-GRAVENHAGE;2561XL;6;1;0;;;;;
;'S-GRAVENHAGE;2561XM;14;5;0;;;;;
;'S-GRAVENHAGE;2561XW;18;4;0;;;;;
;'S-GRAVENHAGE;2561XZ;30;6;0;;;;;
;'S-GRAVENHAGE;2562AB;27;7;0;;;;;
;'S-GRAVENHAGE;2562AC;31;5;3;;;;;
;'S-GRAVENHAGE;2562AD;30;5;4;;;;;
;'S-GRAVENHAGE;2562AG;33;4;1;;;;;
;'S-GRAVENHAGE;2562AH;38;3;2;;;;;
;'S-GRAVENHAGE;2562AN;29;14;0;;;;;
;'S-GRAVENHAGE;2562AP;15;3;2;;;;;
;'S-GRAVENHAGE;2562AT;15;4;1;;;;;
;'S-GRAVENHAGE;2562AW;23;5;2;;;;;
;'S-GRAVENHAGE;2562BA;17;5;1;;;;;
;'S-GRAVENHAGE;2562BC;14;9;0;;;;;
;'S-GRAVENHAGE;2562BH;28;11;4;;;;;
;'S-GRAVENHAGE;2562BJ;17;4;1;;;;;
;'S-GRAVENHAGE;2562BL;12;6;1;;;;;
;'S-GRAVENHAGE;2562BR;6;5;0;;;;;
;'S-GRAVENHAGE;2562BS;29;16;0;;;;;
;'S-GRAVENHAGE;2562CA;21;12;0;;;;;
;'S-GRAVENHAGE;2562CC;41;8;1;;;;;
;'S-GRAVENHAGE;2562CH;21;5;1;;;;;
;'S-GRAVENHAGE;2562CJ;31;7;2;;;;;
;'S-GRAVENHAGE;2562CL;12;8;1;;;;;
;'S-GRAVENHAGE;2562CR;16;9;0;;;;;
;'S-GRAVENHAGE;2562CS;24;9;0;;;;;
;'S-GRAVENHAGE;2562CV;37;15;1;;;;;
;'S-GRAVENHAGE;2562CX;36;10;1;;;;;
;'S-GRAVENHAGE;2562CZ;28;9;3;;;;;
;'S-GRAVENHAGE;2562EE;39;14;1;;;;;
;'S-GRAVENHAGE;2562EG;28;6;1;;;;;
;'S-GRAVENHAGE;2562EJ;44;9;1;;;;;
;'S-GRAVENHAGE;2562EK;48;17;4;;;;;
;'S-GRAVENHAGE;2562EM;26;8;2;;;;;
;'S-GRAVENHAGE;2562EN;23;13;0;;;;;
;'S-GRAVENHAGE;2562ER;19;11;1;;;;;
;'S-GRAVENHAGE;2562ET;16;2;0;;;;;
;'S-GRAVENHAGE;2562EZ;31;14;3;;;;;
;'S-GRAVENHAGE;2562GA;16;5;0;;;;;
;'S-GRAVENHAGE;2562GC;24;10;0;;;;;
;'S-GRAVENHAGE;2562GH;31;19;0;;;;;
;'S-GRAVENHAGE;2562GL;24;11;1;;;;;
;'S-GRAVENHAGE;2562GS;30;5;1;;;;;
;'S-GRAVENHAGE;2562GV;28;5;2;;;;;
;'S-GRAVENHAGE;2562GX;22;6;0;;;;;
;'S-GRAVENHAGE;2562HA;33;11;4;;;;;
;'S-GRAVENHAGE;2562HB;22;4;0;;;;;
;'S-GRAVENHAGE;2562HC;25;0;2;;;;;
;'S-GRAVENHAGE;2562HH;34;11;3;;;;;
;'S-GRAVENHAGE;2562HL;16;3;0;;;;;
;'S-GRAVENHAGE;2562HP;28;9;7;;;;;
;'S-GRAVENHAGE;2562HS;32;2;4;;;;;
;'S-GRAVENHAGE;2562HV;15;1;3;;;;;
;'S-GRAVENHAGE;2562HW;23;5;2;;;;;
;'S-GRAVENHAGE;2562JB;28;11;2;;;;;
;'S-GRAVENHAGE;2562JD;20;13;0;;;;;
;'S-GRAVENHAGE;2562JE;21;11;1;;;;;
;'S-GRAVENHAGE;2562JG;14;9;0;;;;;
;'S-GRAVENHAGE;2562JN;13;3;1;;;;;
;'S-GRAVENHAGE;2562JP;21;7;0;;;;;
;'S-GRAVENHAGE;2562JR;16;8;1;;;;;
;'S-GRAVENHAGE;2562JT;15;1;1;;;;;
;'S-GRAVENHAGE;2562JW;25;5;1;;;;;
;'S-GRAVENHAGE;2562JZ;89;37;2;;;;;
;'S-GRAVENHAGE;2562KB;26;4;1;;;;;
;'S-GRAVENHAGE;2562KE;23;7;0;;;;;
;'S-GRAVENHAGE;2562KG;25;8;1;;;;;
;'S-GRAVENHAGE;2562KJ;15;6;0;;;;;
;'S-GRAVENHAGE;2562KK;28;10;2;;;;;
;'S-GRAVENHAGE;2562KM;21;5;1;;;;;
;'S-GRAVENHAGE;2562KN;53;17;1;;;;;
;'S-GRAVENHAGE;2562KR;72;20;0;;;;;
;'S-GRAVENHAGE;2562KT;18;9;0;;;;;
;'S-GRAVENHAGE;2562KW;28;11;0;;;;;
;'S-GRAVENHAGE;2562KZ;33;6;0;;;;;
;'S-GRAVENHAGE;2562LA;32;23;0;;;;;
;'S-GRAVENHAGE;2562LE;24;9;3;;;;;
;'S-GRAVENHAGE;2562LJ;7;3;1;;;;;
;'S-GRAVENHAGE;2562LL;6;4;1;;;;;
;'S-GRAVENHAGE;2562LR;26;8;1;;;;;
;'S-GRAVENHAGE;2562LS;28;3;1;;;;;
;'S-GRAVENHAGE;2562LV;6;4;1;;;;;
;'S-GRAVENHAGE;2562LX;3;2;0;;;;;
;'S-GRAVENHAGE;2562LZ;5;4;0;;;;;
;'S-GRAVENHAGE;2562NB;21;13;1;;;;;
;'S-GRAVENHAGE;2562ND;21;10;0;;;;;
;'S-GRAVENHAGE;2562NE;22;9;1;;;;;
;'S-GRAVENHAGE;2562NG;24;11;2;;;;;
;'S-GRAVENHAGE;2562NK;23;14;0;;;;;
;'S-GRAVENHAGE;2562NM;5;2;1;;;;;
;'S-GRAVENHAGE;2562NN;20;10;2;;;;;
;'S-GRAVENHAGE;2562NP;24;7;0;;;;;
;'S-GRAVENHAGE;2562NR;15;5;4;;;;;
;'S-GRAVENHAGE;2562NT;7;3;3;;;;;
;'S-GRAVENHAGE;2562NW;22;13;0;;;;;
;'S-GRAVENHAGE;2562NZ;5;2;0;;;;;
;'S-GRAVENHAGE;2562PB;9;7;1;;;;;
;'S-GRAVENHAGE;2562PC;31;12;2;;;;;
;'S-GRAVENHAGE;2562PD;13;8;0;;;;;
;'S-GRAVENHAGE;2562PK;17;7;0;;;;;
;'S-GRAVENHAGE;2562RE;21;9;0;;;;;
;'S-GRAVENHAGE;2562RG;22;6;0;;;;;
;'S-GRAVENHAGE;2562RH;21;12;0;;;;;
;'S-GRAVENHAGE;2562RK;25;18;0;;;;;
;'S-GRAVENHAGE;2562RM;19;7;0;;;;;
;'S-GRAVENHAGE;2562RN;17;8;1;;;;;
;'S-GRAVENHAGE;2562RP;7;2;1;;;;;
;'S-GRAVENHAGE;2562RT;20;15;1;;;;;
;'S-GRAVENHAGE;2562RW;22;9;1;;;;;
;'S-GRAVENHAGE;2562SB;12;5;1;;;;;
;'S-GRAVENHAGE;2562SC;13;8;0;;;;;
;'S-GRAVENHAGE;2562SH;18;7;1;;;;;
;'S-GRAVENHAGE;2562SL;17;7;1;;;;;
;'S-GRAVENHAGE;2562SP;20;8;1;;;;;
;'S-GRAVENHAGE;2562SV;21;10;0;;;;;
;'S-GRAVENHAGE;2562SW;22;6;1;;;;;
;'S-GRAVENHAGE;2562TB;25;10;2;;;;;
;'S-GRAVENHAGE;2562TD;12;4;2;;;;;
;'S-GRAVENHAGE;2562TE;24;11;3;;;;;
;'S-GRAVENHAGE;2562TG;25;13;0;;;;;
;'S-GRAVENHAGE;2562TH;22;10;1;;;;;
;'S-GRAVENHAGE;2562TK;12;6;0;;;;;
;'S-GRAVENHAGE;2562TM;18;8;1;;;;;
;'S-GRAVENHAGE;2562TN;25;3;1;;;;;
;'S-GRAVENHAGE;2562TP;9;3;1;;;;;
;'S-GRAVENHAGE;2562TT;28;0;0;;;;;
;'S-GRAVENHAGE;2562TW;25;2;0;;;;;
;'S-GRAVENHAGE;2562VE;26;6;1;;;;;
;'S-GRAVENHAGE;2562VG;22;12;0;;;;;
;'S-GRAVENHAGE;2562VJ;25;11;1;;;;;
;'S-GRAVENHAGE;2562VK;21;3;2;;;;;
;'S-GRAVENHAGE;2562VM;23;13;3;;;;;
;'S-GRAVENHAGE;2562VN;39;9;3;;;;;
;'S-GRAVENHAGE;2562VR;23;14;1;;;;;
;'S-GRAVENHAGE;2562VS;26;10;1;;;;;
;'S-GRAVENHAGE;2562VT;29;8;2;;;;;
;'S-GRAVENHAGE;2562VX;22;13;0;;;;;
;'S-GRAVENHAGE;2562VZ;15;7;0;;;;;
;'S-GRAVENHAGE;2562XB;24;7;1;;;;;
;'S-GRAVENHAGE;2562XD;24;9;0;;;;;
;'S-GRAVENHAGE;2562XE;18;7;1;;;;;
;'S-GRAVENHAGE;2562XG;22;7;0;;;;;
